job_id,job_title,company,location,industry,seniority_level,remote_type,salary_min_usd,salary_max_usd,avg_salary_usd,skills,posting_date,num_applicants
100313,Data Analyst,Redwood Insurance,"Dallas, TX",Education,Mid,Onsite,59000,93500,76250,Azure; Data Modeling; Excel; Machine Learning; SQL,2026-06-13,315
100314,Business Data Analyst,TidalWave Gaming,"Philadelphia, PA",Hospitality,Mid,Hybrid,61000,96000,78500,Business Intelligence; Excel; Looker; SQL; Snowflake,2026-05-20,79
100315,Junior Data Analyst,Amber Fashion Group,"Los Angeles, CA",Media & Entertainment,Entry,Hybrid,54500,80500,67500,Excel; R; SQL,2025-11-27,368
100316,Data Analytics Manager,Crestline Airlines,"Phoenix, AZ",Insurance,Senior,Onsite,84500,130000,107250,Azure; Business Intelligence; Communication; Data Modeling; Excel; R; Snowflake,2025-10-29,343
100317,Data Analytics Manager,Falcon Security,"Austin, TX",Technology,Senior,Remote,88000,130500,109250,Azure; ETL; Excel; Python; SQL; VBA,2025-11-12,321
100318,Junior Data Analyst,Vertex Financial Group,"Phoenix, AZ",Insurance,Entry,Remote,44500,60500,52500,Excel; R; Snowflake; Tableau,2025-12-30,171
100319,Entry Level Data Analyst,Ironclad Manufacturing,"Miami, FL",Pharmaceuticals,Entry,Remote,45500,69000,57250,AWS; Azure; Business Intelligence; Communication; Excel; SQL; VBA,2025-08-15,231
100320,Data Analytics Manager,Stellar Telecom,"Minneapolis, MN",Insurance,Senior,Remote,78500,127000,102750,AWS; Data Visualization; Looker; SQL,2026-03-09,391
100321,Entry Level Data Analyst,GreenLeaf Foods,"New York, NY",Telecommunications,Entry,Hybrid,55000,76500,65750,Data Visualization; Excel; SQL,2026-01-19,132
100322,Junior Data Analyst,Lighthouse Nonprofit,"Phoenix, AZ",Real Estate,Entry,Hybrid,42000,60500,51250,AWS; Machine Learning; SQL; VBA,2025-10-02,74
100323,Data Analytics Manager,Cascade Health Systems,"Washington, DC",Energy,Senior,Hybrid,100000,146000,123000,Data Modeling; Excel; R; SQL; Tableau,2025-08-22,149
100324,Data Analytics Manager,Orbit Logistics,"Washington, DC",Nonprofit,Senior,Remote,92000,136000,114000,AWS; Communication; Excel; Google Analytics,2025-07-17,174
100325,Senior Data Analyst,Sapphire Cloud Services,"Seattle, WA",Financial Services,Senior,Remote,104500,160500,132500,ETL; Excel; Machine Learning; Statistics,2026-07-01,132
100326,Financial Data Analyst,Willow Hospitality,"Washington, DC",Technology,Mid,Onsite,66000,100500,83250,Looker; SQL; Statistics,2025-12-13,86
100327,Data Analyst,Falcon Security,"Miami, FL",Logistics & Supply Chain,Mid,Remote,61500,86500,74000,A/B Testing; Excel; Power BI; SQL; Statistics,2025-11-19,304
100328,Senior Data Analyst,Meridian Energy,"Atlanta, GA",Financial Services,Senior,Onsite,85000,130000,107500,A/B Testing; Data Visualization; Excel; Python; R; SQL; Snowflake,2025-12-21,393
100329,Data Analyst,BluePeak Retail,"Charlotte, NC",Hospitality,Mid,Remote,57500,78000,67750,Azure; Business Intelligence; Data Visualization; Google Analytics; SQL; Snowflake,2025-12-31,375
100330,Junior Data Analyst,Pinnacle Consulting,"San Francisco, CA",Education,Entry,Hybrid,64000,90500,77250,Data Visualization; Google Analytics; R; SQL; Snowflake; VBA,2026-05-03,288
100331,Junior Data Analyst,Vertex Financial Group,"Columbus, OH",Healthcare,Entry,Hybrid,43000,58500,50750,AWS; Data Modeling; ETL; R; SQL; Snowflake,2026-05-14,127
100332,Marketing Data Analyst,Falcon Security,"Austin, TX",Hospitality,Mid,Onsite,70000,92000,81000,AWS; Communication; Excel; Google Analytics; SQL; Tableau,2026-06-03,39
100333,Data Analyst,Sapphire Cloud Services,"Seattle, WA",Healthcare,Mid,Onsite,73500,110000,91750,Excel; SQL; VBA,2026-06-25,307
100334,Data Analytics Manager,BluePeak Retail,"Charlotte, NC",Technology,Senior,Hybrid,75000,127000,101000,Business Intelligence; Excel; Python; SQL,2026-01-29,193
100335,Data Analyst,Sapphire Cloud Services,"Portland, OR",Insurance,Mid,Hybrid,67000,98500,82750,Excel; SQL; Snowflake,2026-01-14,102
100336,Business Data Analyst,Aurora Biotech,"Atlanta, GA",Energy,Mid,Hybrid,58000,90500,74250,Business Intelligence; Communication; Data Visualization; SQL; Snowflake; VBA,2026-04-08,210
100337,Lead Data Analyst,Quantum Robotics,"Boston, MA",Logistics & Supply Chain,Senior,Onsite,101000,149500,125250,Azure; Communication; Data Visualization; Excel; Google Analytics,2025-11-01,293
100338,Lead Data Analyst,Redwood Insurance,"Phoenix, AZ",Telecommunications,Senior,Hybrid,84000,120000,102000,AWS; Business Intelligence; ETL; Excel; Looker; SQL,2025-07-09,270
100339,Junior Data Analyst,Coral Reef Travel,"Remote, US",Financial Services,Entry,Remote,45500,70000,57750,Azure; SQL; Snowflake,2025-09-18,53
100340,Data Analyst,Ironclad Manufacturing,"Charlotte, NC",Healthcare,Mid,Remote,56500,84000,70250,AWS; Excel; Python; SQL,2025-08-09,375
100341,Marketing Data Analyst,Granite Construction,"Raleigh, NC",Healthcare,Mid,Hybrid,62500,88000,75250,AWS; Excel; SQL,2026-04-22,200
100342,Senior Data Analyst,Willow Hospitality,"San Francisco, CA",Pharmaceuticals,Senior,Onsite,117000,188000,152500,A/B Testing; ETL; Excel; Power BI; SQL; Tableau,2026-03-26,26
100343,Marketing Data Analyst,Nova Software,"Philadelphia, PA",Healthcare,Mid,Hybrid,65500,87500,76500,A/B Testing; Excel; Python; SQL; Snowflake; VBA,2025-09-06,177
100344,Senior Data Analyst,Skyline Real Estate,"Philadelphia, PA",Nonprofit,Senior,Remote,87000,125000,106000,A/B Testing; Excel; Looker; SQL; Statistics; Tableau; VBA,2026-05-12,381
100345,Lead Data Analyst,Harborline Bank,"Atlanta, GA",Retail,Senior,Remote,83000,130000,106500,Azure; Communication; Data Visualization; Excel; Power BI; R; SQL,2025-07-13,399
100346,Data Analytics Manager,Summit Media Co,"Charlotte, NC",Energy,Senior,Onsite,82500,122000,102250,A/B Testing; Data Visualization; Excel; SQL; Statistics; Tableau,2025-07-28,129
100347,Data Analyst Intern,Vantage Pharma,"Seattle, WA",Real Estate,Entry,Onsite,55000,78000,66500,Business Intelligence; Excel; SQL,2026-04-02,113
100348,Business Data Analyst,Nova Software,"Columbus, OH",Telecommunications,Mid,Remote,56000,83500,69750,ETL; Excel; SQL; Snowflake,2025-11-08,92
100349,Data Analyst,GreenLeaf Foods,"Denver, CO",Telecommunications,Mid,Hybrid,62000,91500,76750,ETL; Machine Learning; SQL,2026-01-01,60
100350,Data Analyst,GreenLeaf Foods,"Phoenix, AZ",Technology,Mid,Onsite,58500,87000,72750,Azure; Excel; Python; R; SQL,2026-06-30,16
100351,Data Analyst,Harborline Bank,"Columbus, OH",Insurance,Mid,Hybrid,55500,77000,66250,A/B Testing; AWS; Data Modeling; Data Visualization; Excel,2026-01-15,20
100352,Lead Data Analyst,Pinnacle Consulting,"Atlanta, GA",Healthcare,Senior,Hybrid,83000,119500,101250,A/B Testing; Communication; Snowflake; Statistics; Tableau; VBA,2025-12-16,234
100353,Lead Data Analyst,Orbit Logistics,"Denver, CO",Hospitality,Senior,Remote,89000,139000,114000,AWS; Communication; Snowflake; Tableau,2025-09-13,340
100354,Data Analyst Intern,Vantage Pharma,"Boston, MA",Manufacturing,Entry,Remote,54500,79000,66750,Data Modeling; Google Analytics; SQL; Tableau,2026-01-28,215
100355,Data Analytics Manager,Ironclad Manufacturing,"Dallas, TX",Healthcare,Senior,Onsite,82000,124500,103250,A/B Testing; Azure; Data Modeling; Excel; Google Analytics; Machine Learning; Snowflake,2026-06-18,249
100356,Junior Data Analyst,Aurora Biotech,"Portland, OR",Education,Entry,Hybrid,47000,71000,59000,A/B Testing; Excel; Looker; R; Statistics; Tableau,2025-07-08,143
100357,Financial Data Analyst,Harborline Bank,"Denver, CO",Telecommunications,Mid,Remote,61000,98000,79500,A/B Testing; Business Intelligence; Excel; Google Analytics; Looker; SQL,2026-01-11,373
100358,Marketing Data Analyst,Meridian Energy,"Portland, OR",Nonprofit,Mid,Hybrid,65500,96000,80750,Business Intelligence; Power BI; SQL,2025-11-03,270
100359,Lead Data Analyst,Meridian Energy,"San Francisco, CA",Logistics & Supply Chain,Senior,Hybrid,123500,192000,157750,AWS; Business Intelligence; ETL; Excel,2025-09-24,221
100360,Data Analytics Manager,Crestline Airlines,"San Francisco, CA",Nonprofit,Senior,Hybrid,114000,188500,151250,Excel; Power BI; R; SQL; Snowflake; Tableau,2025-09-30,237
100361,Data Analyst Intern,Coral Reef Travel,"Denver, CO",Pharmaceuticals,Entry,Hybrid,45500,68000,56750,Data Modeling; Excel; Python; SQL,2026-06-28,201
100362,Lead Data Analyst,Crestline Airlines,"Boston, MA",Media & Entertainment,Senior,Hybrid,95500,145500,120500,Data Modeling; Excel; R; Tableau; VBA,2025-12-05,163
100363,Entry Level Data Analyst,GreenLeaf Foods,"Boston, MA",Retail,Entry,Onsite,57500,71000,64250,Azure; Business Intelligence; Excel; Looker; SQL,2026-03-10,126
100364,Business Data Analyst,TidalWave Gaming,"Raleigh, NC",Education,Mid,Hybrid,56000,87000,71500,Data Modeling; Excel; Machine Learning; SQL,2026-05-31,183
100365,Data Analyst,Orbit Logistics,"San Francisco, CA",Hospitality,Mid,Hybrid,87500,121000,104250,Communication; Excel; Power BI,2025-09-21,349
100366,Data Analytics Manager,Crestline Airlines,"Portland, OR",Energy,Senior,Onsite,86500,135000,110750,AWS; Data Visualization; Excel; Google Analytics; Python; R; Statistics,2026-02-04,286
100367,Senior Data Analyst,GreenLeaf Foods,"Raleigh, NC",Healthcare,Senior,Remote,86000,120500,103250,AWS; Excel; Power BI; SQL; Statistics; VBA,2026-05-19,275
100368,Senior Data Analyst,Skyline Real Estate,"Portland, OR",Pharmaceuticals,Senior,Onsite,92500,134000,113250,Data Visualization; Excel; SQL; Snowflake; Tableau,2026-03-10,97
100369,Data Analyst Intern,Harborline Bank,"Remote, US",Technology,Entry,Remote,44000,67500,55750,Communication; Excel; SQL,2026-05-23,113
100370,Data Analyst,Amber Fashion Group,"Denver, CO",Nonprofit,Mid,Remote,66000,89500,77750,Azure; Google Analytics; Power BI; R; SQL; Statistics; VBA,2026-05-12,19
100371,Junior Data Analyst,Redwood Insurance,"Los Angeles, CA",Real Estate,Entry,Hybrid,55500,81000,68250,Data Modeling; Looker; SQL,2026-04-01,176
100372,Entry Level Data Analyst,Granite Construction,"Minneapolis, MN",Pharmaceuticals,Entry,Onsite,46500,61000,53750,Azure; Data Modeling; Google Analytics; SQL; Statistics,2025-12-29,38
100373,Junior Data Analyst,Pinnacle Consulting,"New York, NY",Manufacturing,Entry,Onsite,57500,83500,70500,AWS; Data Visualization; ETL; Excel; Power BI; R; SQL,2026-01-28,49
100374,Entry Level Data Analyst,Coral Reef Travel,"Atlanta, GA",Manufacturing,Entry,Hybrid,47500,60500,54000,Data Visualization; Excel; Power BI; R; Statistics,2026-02-13,264
100375,Data Analyst,Granite Construction,"Raleigh, NC",Pharmaceuticals,Mid,Hybrid,57000,91000,74000,Azure; Excel; Google Analytics; Power BI; SQL; Snowflake; Tableau,2026-03-25,64
100376,Data Analyst,GreenLeaf Foods,"San Francisco, CA",Hospitality,Mid,Onsite,90500,121000,105750,AWS; SQL; Snowflake,2026-05-24,112
100377,Marketing Data Analyst,Redwood Insurance,"Denver, CO",Insurance,Mid,Remote,62000,91000,76500,Excel; SQL; Tableau,2026-05-15,291
100378,Lead Data Analyst,Cascade Health Systems,"Denver, CO",Logistics & Supply Chain,Senior,Hybrid,86500,126000,106250,A/B Testing; Excel; Python; R; SQL,2026-02-13,30
100379,Junior Data Analyst,Northwind Analytics,"Raleigh, NC",Pharmaceuticals,Entry,Hybrid,41500,57500,49500,AWS; Business Intelligence; Data Visualization; ETL; R; VBA,2026-06-09,278
100380,Senior Data Analyst,Vantage Pharma,"Washington, DC",Energy,Senior,Remote,101500,155500,128500,AWS; Business Intelligence; Excel; Looker; Power BI; VBA,2026-05-12,137
100381,Marketing Data Analyst,Meridian Energy,"Boston, MA",Nonprofit,Mid,Onsite,71500,111500,91500,Business Intelligence; Excel; Looker; Python; SQL,2026-03-03,241
100382,Junior Data Analyst,GreenLeaf Foods,"Charlotte, NC",Energy,Entry,Hybrid,42500,59000,50750,Azure; Excel; Google Analytics,2026-01-22,307
100383,Financial Data Analyst,Harborline Bank,"Portland, OR",Technology,Mid,Hybrid,69000,92000,80500,Azure; Communication; Excel; SQL; VBA,2026-06-05,347
100384,Senior Data Analyst,Falcon Security,"Philadelphia, PA",Real Estate,Senior,Hybrid,89500,132500,111000,AWS; Business Intelligence; ETL; Excel; R; SQL; Snowflake,2026-05-02,399
100385,Financial Data Analyst,Quantum Robotics,"Raleigh, NC",Hospitality,Mid,Hybrid,56000,89500,72750,AWS; Business Intelligence; Excel; SQL; Statistics; Tableau; VBA,2025-10-09,110
100386,Marketing Data Analyst,GreenLeaf Foods,"Philadelphia, PA",Telecommunications,Mid,Onsite,62000,98000,80000,Data Visualization; ETL; Excel; Python; SQL; Snowflake,2025-11-28,36
100387,Marketing Data Analyst,Coral Reef Travel,"Miami, FL",Financial Services,Mid,Remote,62500,95500,79000,AWS; Excel; SQL,2026-04-29,206
100388,Marketing Data Analyst,Lighthouse Nonprofit,"Phoenix, AZ",Media & Entertainment,Mid,Hybrid,59000,86500,72750,Azure; Data Visualization; ETL; Excel; SQL; Statistics,2026-06-09,69
100389,Junior Data Analyst,Northwind Analytics,"Austin, TX",Hospitality,Entry,Remote,51000,69500,60250,Business Intelligence; Communication; Data Modeling; Excel; Python; Tableau,2026-02-03,324
100390,Junior Data Analyst,Ironclad Manufacturing,"Columbus, OH",Media & Entertainment,Entry,Hybrid,41000,57000,49000,A/B Testing; Communication; Looker; SQL,2025-11-15,215
100391,Lead Data Analyst,TidalWave Gaming,"Charlotte, NC",Financial Services,Senior,Onsite,80500,123500,102000,Looker; Python; SQL,2025-11-21,243
100392,Lead Data Analyst,Vertex Financial Group,"Columbus, OH",Pharmaceuticals,Senior,Hybrid,75000,119500,97250,AWS; SQL; VBA,2026-03-31,10
100393,Entry Level Data Analyst,Ironclad Manufacturing,"Columbus, OH",Pharmaceuticals,Entry,Hybrid,42500,57500,50000,Data Modeling; Excel; Machine Learning; R; SQL,2026-02-28,301
100394,Junior Data Analyst,TidalWave Gaming,"San Francisco, CA",Hospitality,Entry,Onsite,66000,91500,78750,Excel; Looker; Python; Snowflake; Tableau,2025-09-06,320
100395,Data Analytics Manager,Pinnacle Consulting,"Dallas, TX",Financial Services,Senior,Onsite,88000,138000,113000,Business Intelligence; Data Visualization; Excel; R,2025-10-01,275
100396,Data Analyst,Quantum Robotics,"Austin, TX",Healthcare,Mid,Hybrid,70000,101500,85750,A/B Testing; Business Intelligence; Excel; R; SQL; Statistics,2026-05-25,140
100397,Senior Data Analyst,BluePeak Retail,"Boston, MA",Education,Senior,Hybrid,99000,158500,128750,A/B Testing; ETL; Excel; Looker; Machine Learning; Python; VBA,2026-02-15,200
100398,Marketing Data Analyst,Aurora Biotech,"San Francisco, CA",Retail,Mid,Onsite,88000,132500,110250,ETL; Google Analytics; Machine Learning; SQL; Snowflake; VBA,2026-01-17,241
100399,Business Data Analyst,Falcon Security,"Philadelphia, PA",Telecommunications,Mid,Remote,62500,94500,78500,Azure; Google Analytics; SQL; VBA,2025-07-07,215
100400,Senior Data Analyst,Aurora Biotech,"Chicago, IL",Hospitality,Senior,Hybrid,89500,135000,112250,Data Modeling; Excel; Python; SQL,2026-05-01,341
100401,Business Data Analyst,Crestline Airlines,"Chicago, IL",Nonprofit,Mid,Onsite,63500,98000,80750,Data Modeling; Machine Learning; Power BI; R; SQL; Tableau,2026-05-24,237
100402,Data Analytics Manager,Willow Hospitality,"Minneapolis, MN",Nonprofit,Senior,Onsite,87000,123000,105000,ETL; Excel; Machine Learning; SQL,2025-07-31,137
100403,Data Analytics Manager,Summit Media Co,"Washington, DC",Retail,Senior,Hybrid,103000,148500,125750,Excel; Power BI; SQL; Tableau,2026-02-12,371
100404,Data Analytics Manager,Cascade Health Systems,"San Francisco, CA",Retail,Senior,Remote,123000,187000,155000,Looker; SQL; Tableau,2026-06-06,204
100405,Data Analytics Manager,Orbit Logistics,"Los Angeles, CA",Pharmaceuticals,Senior,Hybrid,95000,157500,126250,A/B Testing; Communication; ETL; Excel; Looker; Python,2026-06-18,251
100406,Senior Data Analyst,TidalWave Gaming,"Miami, FL",Pharmaceuticals,Senior,Onsite,84000,125500,104750,Data Visualization; Excel; Python,2026-02-21,394
100407,Data Analytics Manager,Amber Fashion Group,"Denver, CO",Healthcare,Senior,Hybrid,94000,136000,115000,Data Visualization; ETL; Excel; Looker; Power BI,2025-10-06,76
100408,Data Analyst,Redwood Insurance,"New York, NY",Nonprofit,Mid,Onsite,74000,108500,91250,AWS; Azure; Business Intelligence; Excel; Looker; SQL; VBA,2025-07-22,212
100409,Senior Data Analyst,Redwood Insurance,"Columbus, OH",Education,Senior,Onsite,81500,117500,99500,A/B Testing; Excel; Google Analytics; Looker; Python; SQL; Tableau,2026-02-27,321
100410,Data Analyst,Harborline Bank,"Seattle, WA",Financial Services,Mid,Remote,72000,107500,89750,Business Intelligence; Excel; R,2026-03-12,309
100411,Data Analyst Intern,Harborline Bank,"Austin, TX",Telecommunications,Entry,Remote,48500,73000,60750,Azure; Data Modeling; Excel; Google Analytics; Power BI; Tableau,2025-07-24,308
100412,Junior Data Analyst,Quantum Robotics,"Austin, TX",Retail,Entry,Remote,51000,66500,58750,A/B Testing; Business Intelligence; Excel; R; SQL,2026-05-20,318
100413,Financial Data Analyst,Willow Hospitality,"Boston, MA",Financial Services,Mid,Onsite,69500,98000,83750,AWS; Communication; SQL,2026-03-01,359
100414,Junior Data Analyst,Redwood Insurance,"Seattle, WA",Hospitality,Entry,Remote,56000,76500,66250,Excel; Looker; R; SQL,2025-08-15,326
100415,Data Analytics Manager,Stellar Telecom,"Minneapolis, MN",Financial Services,Senior,Hybrid,80500,135500,108000,Data Visualization; Excel; SQL,2026-05-17,342
100416,Business Data Analyst,Pinnacle Consulting,"San Francisco, CA",Technology,Mid,Remote,82000,130500,106250,Excel; Google Analytics; R; SQL; Snowflake; VBA,2025-10-16,227
100417,Data Analytics Manager,Quantum Robotics,"Portland, OR",Telecommunications,Senior,Onsite,89500,128000,108750,Azure; Excel; R,2025-08-29,41
100418,Business Data Analyst,Falcon Security,"Washington, DC",Energy,Mid,Hybrid,69500,105000,87250,Data Modeling; Excel; Google Analytics; Power BI; SQL,2025-10-11,197
100419,Business Data Analyst,Vertex Financial Group,"Raleigh, NC",Energy,Mid,Hybrid,62500,81000,71750,A/B Testing; Data Visualization; ETL; Excel; R; SQL; Tableau,2025-11-16,108
100420,Marketing Data Analyst,Orbit Logistics,"San Francisco, CA",Nonprofit,Mid,Hybrid,83500,117000,100250,A/B Testing; Communication; Excel; Google Analytics; R; SQL,2026-05-23,318
100421,Junior Data Analyst,TidalWave Gaming,"Miami, FL",Real Estate,Entry,Remote,45000,64500,54750,Business Intelligence; Excel; Looker; SQL,2025-11-04,131
100422,Marketing Data Analyst,Brightpath Education,"Philadelphia, PA",Technology,Mid,Onsite,64500,87500,76000,Azure; Communication; Data Visualization; ETL; Excel; Looker; SQL,2026-03-16,22
100423,Financial Data Analyst,Aurora Biotech,"Phoenix, AZ",Education,Mid,Onsite,60000,79500,69750,A/B Testing; Azure; Communication; Excel; Python; SQL,2025-11-29,127
100424,Senior Data Analyst,Northwind Analytics,"Raleigh, NC",Hospitality,Senior,Remote,84500,130000,107250,Business Intelligence; ETL; Looker; Python; SQL; Tableau; VBA,2026-05-17,242
100425,Data Analyst,Timberline Agriculture,"Austin, TX",Media & Entertainment,Mid,Onsite,65500,90000,77750,Azure; Excel; Google Analytics; Machine Learning; Python; Statistics,2026-06-11,191
100426,Data Analyst,Cascade Health Systems,"Phoenix, AZ",Manufacturing,Mid,Hybrid,55000,83000,69000,Azure; Excel; Google Analytics; Power BI; SQL; Statistics; Tableau,2026-04-24,364
100427,Business Data Analyst,Willow Hospitality,"Atlanta, GA",Manufacturing,Mid,Hybrid,58500,89500,74000,Azure; Data Visualization; Excel; Python; SQL,2025-09-01,245
100428,Lead Data Analyst,Copperfield Auto,"Miami, FL",Pharmaceuticals,Senior,Remote,87000,134500,110750,Business Intelligence; Python; SQL,2025-11-25,44
100429,Senior Data Analyst,Summit Media Co,"Dallas, TX",Retail,Senior,Hybrid,86500,137500,112000,AWS; Communication; Excel; Looker; R; SQL; Tableau,2026-05-27,15
100430,Data Analytics Manager,Redwood Insurance,"Austin, TX",Financial Services,Senior,Onsite,89500,149000,119250,Azure; Google Analytics; Looker; SQL; VBA,2026-04-07,232
100431,Entry Level Data Analyst,GreenLeaf Foods,"Philadelphia, PA",Healthcare,Entry,Onsite,46000,69000,57500,AWS; Data Visualization; Excel; SQL,2025-11-23,238
100432,Junior Data Analyst,Crestline Airlines,"Boston, MA",Nonprofit,Entry,Hybrid,52000,72500,62250,A/B Testing; Excel; Power BI; R,2026-04-21,69
100433,Entry Level Data Analyst,Pinnacle Consulting,"Charlotte, NC",Healthcare,Entry,Remote,43500,61000,52250,Business Intelligence; Data Visualization; Excel; R; SQL,2026-03-13,398
100434,Junior Data Analyst,Ironclad Manufacturing,"Los Angeles, CA",Healthcare,Entry,Remote,56000,81500,68750,Data Modeling; Excel; Looker; SQL; Tableau,2026-03-03,25
100435,Junior Data Analyst,Copperfield Auto,"Miami, FL",Retail,Entry,Remote,45000,67500,56250,AWS; Excel; Google Analytics; Python; SQL; Statistics,2025-11-20,105
100436,Data Analyst,Vertex Financial Group,"Miami, FL",Real Estate,Mid,Hybrid,63500,84000,73750,Business Intelligence; Excel; Google Analytics; Looker; SQL; Snowflake; Statistics,2025-09-14,371
100437,Financial Data Analyst,Stellar Telecom,"Phoenix, AZ",Manufacturing,Mid,Remote,57500,82000,69750,Business Intelligence; Communication; Excel; Python; SQL; Statistics,2026-02-03,378
100438,Financial Data Analyst,Orbit Logistics,"Philadelphia, PA",Energy,Mid,Remote,61500,91500,76500,Data Modeling; ETL; Google Analytics; Python; SQL; Statistics; VBA,2026-01-29,94
100439,Lead Data Analyst,Ironclad Manufacturing,"Philadelphia, PA",Telecommunications,Senior,Onsite,85000,139500,112250,AWS; Excel; Looker; SQL; Snowflake,2026-02-23,119
100440,Data Analyst,Granite Construction,"New York, NY",Healthcare,Mid,Remote,81000,116000,98500,AWS; Communication; Excel; Looker; R; SQL,2025-08-31,396
100441,Data Analytics Manager,Skyline Real Estate,"Austin, TX",Energy,Senior,Onsite,94000,141000,117500,Data Visualization; Looker; Power BI; SQL; Snowflake,2025-09-22,302
100442,Data Analyst,Orbit Logistics,"Los Angeles, CA",Education,Mid,Onsite,70000,100500,85250,AWS; Communication; Data Modeling; Excel; SQL,2026-05-24,44
100443,Lead Data Analyst,Redwood Insurance,"Boston, MA",Telecommunications,Senior,Remote,105000,154000,129500,AWS; Data Visualization; Excel; Machine Learning; Power BI,2026-03-23,149
100444,Marketing Data Analyst,Willow Hospitality,"Raleigh, NC",Media & Entertainment,Mid,Hybrid,62500,80500,71500,A/B Testing; Data Modeling; Snowflake; Statistics,2026-06-25,392
100445,Senior Data Analyst,Brightpath Education,"Washington, DC",Pharmaceuticals,Senior,Remote,101500,155500,128500,AWS; Business Intelligence; Data Modeling; Data Visualization; Excel; Tableau,2025-12-23,93
100446,Data Analytics Manager,Northwind Analytics,"Chicago, IL",Technology,Senior,Remote,95000,143500,119250,Communication; Data Modeling; Python; SQL; Statistics,2025-08-09,14
100447,Entry Level Data Analyst,Willow Hospitality,"Minneapolis, MN",Financial Services,Entry,Remote,42000,64500,53250,Data Modeling; Looker; Machine Learning; Power BI; SQL; Tableau; VBA,2025-09-02,313
100448,Business Data Analyst,TidalWave Gaming,"Denver, CO",Healthcare,Mid,Hybrid,60000,87000,73500,Data Modeling; Data Visualization; Excel; R; SQL,2026-04-23,395
100449,Data Analyst,Aurora Biotech,"Denver, CO",Nonprofit,Mid,Remote,62000,97500,79750,Excel; Looker; Power BI; R; SQL; Snowflake; Statistics,2026-02-11,349
100450,Senior Data Analyst,Summit Media Co,"Charlotte, NC",Media & Entertainment,Senior,Hybrid,79500,118000,98750,Business Intelligence; Data Modeling; Excel; SQL; Snowflake,2025-11-25,290
100451,Data Analyst,Vertex Financial Group,"Los Angeles, CA",Education,Mid,Remote,71500,107500,89500,A/B Testing; Azure; Business Intelligence; Communication; Excel,2025-08-05,248
100452,Marketing Data Analyst,Summit Media Co,"New York, NY",Hospitality,Mid,Hybrid,72500,109500,91000,Excel; SQL; Tableau,2025-08-22,384
100453,Junior Data Analyst,Vertex Financial Group,"Charlotte, NC",Technology,Entry,Hybrid,43000,64000,53500,Communication; Looker; SQL,2026-04-24,308
100454,Data Analytics Manager,Willow Hospitality,"Phoenix, AZ",Manufacturing,Senior,Hybrid,82500,120500,101500,Business Intelligence; Excel; Machine Learning; Power BI; SQL; Tableau,2026-03-12,123
100455,Junior Data Analyst,Northwind Analytics,"Chicago, IL",Nonprofit,Entry,Remote,46500,71500,59000,Excel; Google Analytics; SQL; Tableau,2025-08-09,343
100456,Lead Data Analyst,Willow Hospitality,"Raleigh, NC",Telecommunications,Senior,Hybrid,80000,123500,101750,Azure; Excel; Google Analytics; Looker; Machine Learning; SQL; Statistics,2026-01-13,235
100457,Marketing Data Analyst,Timberline Agriculture,"Phoenix, AZ",Education,Mid,Hybrid,55000,85500,70250,Communication; Excel; Looker; SQL; Tableau,2025-08-26,296
100458,Entry Level Data Analyst,Copperfield Auto,"Miami, FL",Hospitality,Entry,Hybrid,45500,65000,55250,ETL; Excel; Machine Learning; SQL,2026-01-10,320
100459,Marketing Data Analyst,Willow Hospitality,"Remote, US",Manufacturing,Mid,Remote,64500,87000,75750,Data Visualization; Excel; Google Analytics; SQL; VBA,2025-12-24,187
100460,Financial Data Analyst,Stellar Telecom,"San Francisco, CA",Hospitality,Mid,Remote,83000,121000,102000,AWS; Excel; SQL,2025-12-14,24
100461,Entry Level Data Analyst,Copperfield Auto,"Minneapolis, MN",Energy,Entry,Hybrid,44000,58500,51250,ETL; Excel; Google Analytics; SQL; Snowflake; VBA,2026-03-08,56
100462,Business Data Analyst,Quantum Robotics,"Raleigh, NC",Logistics & Supply Chain,Mid,Onsite,60500,81500,71000,Communication; Data Visualization; Excel; Looker; Statistics,2025-11-25,140
100463,Data Analyst,GreenLeaf Foods,"Philadelphia, PA",Media & Entertainment,Mid,Onsite,65000,98000,81500,AWS; Excel; Google Analytics; Machine Learning; Python; SQL; VBA,2025-12-25,44
100464,Data Analytics Manager,Aurora Biotech,"Remote, US",Media & Entertainment,Senior,Hybrid,86000,131500,108750,Business Intelligence; Data Modeling; Excel; R; Snowflake,2026-03-22,100
100465,Data Analyst Intern,Skyline Real Estate,"Denver, CO",Hospitality,Entry,Onsite,48500,66000,57250,A/B Testing; Communication; Excel; R; SQL; Snowflake; Statistics,2025-09-16,387
100466,Data Analytics Manager,Timberline Agriculture,"Minneapolis, MN",Media & Entertainment,Senior,Remote,87500,118500,103000,AWS; Excel; Machine Learning; SQL,2026-01-24,127
100467,Senior Data Analyst,Orbit Logistics,"Denver, CO",Financial Services,Senior,Remote,92000,132500,112250,Data Modeling; Excel; Python; R; SQL; Statistics; Tableau,2025-11-20,342
100468,Lead Data Analyst,Summit Media Co,"San Francisco, CA",Nonprofit,Senior,Hybrid,112000,189000,150500,AWS; Excel; Google Analytics,2026-01-03,348
100469,Senior Data Analyst,Meridian Energy,"Seattle, WA",Technology,Senior,Remote,109500,170000,139750,AWS; Looker; Machine Learning; Power BI; Python; SQL; Snowflake,2025-12-16,304
